perm_count,danger_perm,exp_act,exp_serv,exp_recv,exp_prov,debuggable,backup,system,cleartext,target_sdk,min_sdk,sms,location,contacts,mic,camera,label
9,0,0,0,3,2,0,1,1,0,36,31,0,0,0,0,0,0
21,1,4,1,4,0,0,0,1,0,36,34,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,1,36,36,0,0,0,0,0,0
34,1,0,0,0,0,0,0,1,0,35,31,0,0,1,0,0,0
81,5,14,13,15,6,0,1,1,0,37,32,0,1,1,1,0,1
234,5,11,11,5,6,0,0,1,1,37,23,1,0,1,0,1,1
23,1,1,3,9,3,0,1,1,0,35,31,0,1,0,0,0,1
14,0,0,1,1,0,0,1,1,0,35,36,0,0,0,0,0,0
15,0,0,1,0,1,0,0,1,0,36,32,0,0,0,0,0,0
7,0,0,0,1,0,0,0,1,1,35,26,0,0,0,0,0,0
5,0,0,4,4,0,0,1,0,0,37,32,0,0,0,0,0,0
13,0,0,0,3,2,0,0,1,0,35,34,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,33,36,0,0,0,0,0,0
5,0,1,1,0,0,0,0,1,0,36,36,0,0,0,0,0,0
1,0,1,0,0,0,0,1,1,0,28,24,0,0,0,0,0,0
17,0,0,3,6,2,0,0,1,0,36,35,0,0,0,0,0,0
25,1,2,1,2,0,0,0,0,0,35,26,0,0,0,1,0,0
24,1,1,0,5,0,0,1,1,0,35,25,0,0,0,0,0,0
13,0,1,1,8,1,0,0,1,0,36,26,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,36,36,0,0,0,0,0,0
12,0,0,0,3,0,0,0,1,0,36,32,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,0,36,21,0,1,0,0,0,0
19,1,1,1,3,2,0,0,1,0,36,29,0,1,0,0,0,0
7,0,0,1,2,1,0,0,1,0,36,36,0,0,0,0,0,0
37,1,0,1,1,1,0,0,1,0,35,31,0,0,1,0,0,0
7,0,7,0,0,0,0,0,1,0,36,36,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,33,33,0,0,0,0,0,0
20,2,20,5,11,2,0,1,0,0,37,32,0,0,1,1,0,1
49,4,1,0,7,10,0,0,1,0,35,34,0,0,1,0,0,1
24,0,5,2,3,1,0,1,0,1,31,21,0,0,0,0,0,0
172,6,14,7,4,7,0,0,1,1,36,36,1,1,1,1,0,1
580,8,0,0,4,1,0,1,1,0,36,36,1,1,1,1,1,1
3,0,0,0,0,0,0,1,1,0,36,36,0,0,0,0,0,0
1,0,0,0,0,1,0,1,1,0,36,36,0,0,0,0,0,0
26,0,11,2,9,1,0,0,1,0,36,35,0,0,0,0,0,0
8,0,1,2,3,0,0,0,1,0,36,23,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,36,36,0,0,0,0,0,0
1,0,0,0,0,1,0,1,1,0,36,36,0,0,0,0,0,0
112,1,9,2,8,4,0,0,1,1,36,19,0,0,0,0,1,1
20,0,4,3,10,1,0,0,1,0,37,31,0,0,0,0,0,0
40,0,4,0,7,2,0,0,1,1,36,35,0,0,0,0,0,0
4,0,0,0,1,0,0,1,1,0,36,30,0,0,0,0,0,0
32,2,0,0,0,0,0,0,0,0,35,26,0,1,0,0,1,0
0,0,0,0,0,0,0,1,1,0,36,36,0,0,0,0,0,0
51,2,0,0,0,0,0,0,0,1,36,18,0,0,0,0,0,0
4,1,0,0,0,0,0,0,1,0,35,28,0,1,0,0,0,0
0,0,0,0,0,0,0,1,1,0,36,36,0,0,0,0,0,0
8,1,0,0,0,0,0,1,1,0,36,36,0,1,0,0,0,0
0,0,0,0,0,0,0,1,1,0,36,36,0,0,0,0,0,0
40,0,1,4,1,2,0,0,1,0,37,30,0,0,0,0,0,0
27,2,0,4,1,4,0,0,1,0,36,36,0,1,0,0,0,0
355,6,34,21,15,14,0,0,1,0,36,36,0,1,1,1,1,1
0,0,1,0,1,0,0,1,1,0,36,36,0,0,0,0,0,0
9,0,0,4,1,0,0,1,1,0,36,33,0,0,0,0,0,0
27,2,0,0,0,0,0,1,0,0,35,26,0,0,0,1,1,0
8,0,0,1,3,0,0,1,1,0,36,36,0,0,0,0,0,0
5,0,0,1,0,0,0,1,1,0,36,36,0,0,0,0,0,0
3,1,0,1,0,1,0,0,1,0,35,26,0,0,0,0,0,0
11,0,12,0,9,13,0,0,1,0,36,23,0,0,0,0,0,1
62,1,24,5,6,7,0,0,1,0,36,35,0,0,0,0,0,1
63,0,1,5,4,1,0,0,1,0,36,36,0,0,0,0,0,0
17,0,3,2,2,1,0,1,1,0,35,36,0,0,0,0,0,0
27,1,2,0,2,2,0,1,1,0,37,30,1,0,0,0,0,0
29,0,0,1,1,0,0,0,1,1,36,29,0,0,0,0,0,0
7,1,0,0,1,0,0,0,1,0,34,24,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,36,36,0,0,0,0,0,0
19,0,0,2,8,1,0,0,1,0,36,33,0,0,0,0,0,0
59,3,7,1,5,1,0,0,1,0,36,36,0,1,0,1,1,0
107,6,1,9,3,4,0,1,1,0,36,36,1,1,1,1,0,1
8,0,0,0,2,0,0,0,1,0,36,35,0,0,0,0,0,0
44,3,1,0,2,0,0,0,1,0,36,36,0,0,1,0,0,0
0,0,0,0,0,0,0,1,1,0,35,28,0,0,0,0,0,0
13,0,1,1,5,2,0,0,1,0,36,35,0,0,0,0,0,0
99,0,24,2,4,9,0,0,1,0,36,35,0,0,0,0,0,1
7,0,3,1,2,0,0,0,1,0,37,30,0,0,0,0,0,0
96,2,2,3,10,11,0,0,1,0,35,31,0,1,0,0,1,1
162,0,4,1,7,3,0,0,1,1,36,36,0,0,0,0,0,1
46,3,26,16,10,2,0,0,1,0,36,32,0,0,1,0,0,1
